"epseason","epnum","epname","Chandler","Joey","Monica","Phoebe","Rachel","Ross"
10,10,"The One Where Chandler Gets Caught",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
10,10,"The One Where Chandler Gets Caught",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
10,11,"The One Where the Stripper Cries",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
10,11,"The One Where the Stripper Cries",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
10,11,"The One Where the Stripper Cries",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
10,11,"The One Where the Stripper Cries",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
10,11,"The One Where the Stripper Cries",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
10,12,"The One with Phoebe's Wedding",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
10,12,"The One with Phoebe's Wedding",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
10,12,"The One with Phoebe's Wedding",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
10,13,"The One Where Joey Speaks French",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
10,13,"The One Where Joey Speaks French",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
